CPFile	File	O1x	O1y	O2x	O2y	Perp	Date	Time	Tags	Scale	Sex	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x20	y20	x21	y21	x22	y22	x23	y23	x24	y24	x25	y25	x26	y26	x27	y27	x28	y28	x29	y29	x30	y30	x31	y31	x32	y32	x33	y33	x34	y34	x35	y35	x36	y36	x37	y37	x38	y38	x39	y39	x40	y40	x41	y41	x42	y42	x43	y43	x44	y44	x45	y45	x46	y46	x47	y47	x48	y48	CS
wing1271	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_f_12.tif	20	106	22	149	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05170224	 -0.11541715	 -0.21997358	 -0.02732255	 -0.23253184	  0.01595223	 -0.14704522	  0.09041900	  0.11733707	  0.06230919	  0.19979898	  0.04975844	  0.00449062	 -0.05737187	 -0.00574969	 -0.01571871	  0.08337431	  0.00051667	  0.08051585	  0.01892763	  0.16078221	  0.02053264	  0.17005594	 -0.01161090	  0.19903434	 -0.02303609	  0.18048976	 -0.06828444	  0.14380407	 -0.10129472	  0.09796554	 -0.12032331	  0.04759290	 -0.12666373	 -0.00281710	 -0.12380006	 -0.09586454	 -0.10452090	 -0.14202933	 -0.08790797	 -0.18543617	 -0.06268114	 -0.23068630	 -0.00567749	 -0.21373607	  0.05140659	 -0.18206105	  0.07581530	 -0.09583088	  0.09883702	 -0.04987643	  0.09832877	 -0.00181829	  0.09247519	  0.05786869	  0.08149372	  0.15515192	  0.03675200	  0.19954712	  0.02578086	 -0.02871815	 -0.08327021	  0.05233156	 -0.03841307	  0.10987627	 -0.02339250	 -0.15190819	 -0.02067655	 -0.08294771	 -0.01613468	  0.03766904	 -0.00894455	  0.14062958	  0.00062539	 -0.17782053	  0.02714379	 -0.12231936	  0.03046836	 -0.05736297	  0.03251835	  0.01699083	  0.03101964	  0.11884069	  0.02070908	 -0.09854467	  0.07986998	 -0.04300940	  0.07209366	  0.01490089	  0.05883673	  0.07826962	  0.04281984	  0.15591172	  0.06456834	 -0.00343980	 -0.03751581	   4.220
wing1272	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_f_17.tif	38	41.5	18.5	78.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05479203	 -0.11222242	 -0.22047682	 -0.03136071	 -0.23553208	  0.01539364	 -0.14114543	  0.09203934	  0.12502396	  0.05974891	  0.19707436	  0.05113691	  0.00390774	 -0.05698709	 -0.00577945	 -0.01726161	  0.08652375	  0.00129810	  0.08477004	  0.01918789	  0.15572692	  0.01931762	  0.16887198	 -0.01217344	  0.19836818	 -0.02184707	  0.18131627	 -0.06863909	  0.14515021	 -0.10269052	  0.09786853	 -0.11859951	  0.04757309	 -0.12325926	 -0.00253717	 -0.12033786	 -0.09576133	 -0.10320777	 -0.14230929	 -0.08775676	 -0.18658549	 -0.06353382	 -0.23392817	 -0.00597932	 -0.21481622	  0.05291494	 -0.18251186	  0.07708710	 -0.09572593	  0.09781658	 -0.04995926	  0.09692897	 -0.00197018	  0.09133884	  0.05783729	  0.08117799	  0.15600174	  0.03831361	  0.19985576	  0.02595332	 -0.03133107	 -0.08044896	  0.05128906	 -0.03884432	  0.10872799	 -0.02366486	 -0.15237063	 -0.02249554	 -0.08291294	 -0.01672214	  0.03864237	 -0.00891900	  0.14233607	  0.00262517	 -0.17832569	  0.02549649	 -0.12331905	  0.02998795	 -0.05876697	  0.03231770	  0.01518518	  0.03104089	  0.11640113	  0.01919984	 -0.09499204	  0.07813781	 -0.04129673	  0.07077670	  0.01493408	  0.05858058	  0.07595309	  0.04186587	  0.15875232	  0.06436580	 -0.00094526	 -0.03709748	   4.163
wing1274	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_m_01.tif	36.5	78	32.5	113	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04961588	 -0.12109678	 -0.22313716	 -0.02252922	 -0.23196800	  0.02454195	 -0.13864791	  0.09301692	  0.12302025	  0.06172097	  0.19542645	  0.05101857	  0.00819488	 -0.05678094	 -0.00404120	 -0.01911961	  0.08731539	  0.00093043	  0.08342386	  0.01957797	  0.15481344	  0.02101565	  0.16592300	 -0.01119873	  0.19718708	 -0.01677876	  0.17952197	 -0.06617510	  0.14584271	 -0.10225251	  0.09960221	 -0.12197923	  0.04865930	 -0.12829054	 -0.00229941	 -0.12736522	 -0.09685217	 -0.10894759	 -0.14289181	 -0.09044421	 -0.18573758	 -0.06366733	 -0.23088739	 -0.00646592	 -0.21580531	  0.05176124	 -0.18374447	  0.07672719	 -0.09647076	  0.09852478	 -0.05037491	  0.09839610	 -0.00199220	  0.09379136	  0.05834902	  0.08446407	  0.15506864	  0.03634641	  0.19606109	  0.02658000	 -0.02866109	 -0.08686181	  0.05006875	 -0.03882766	  0.10694917	 -0.02299103	 -0.15453391	 -0.02353773	 -0.08550465	 -0.01850305	  0.03547106	 -0.01029158	  0.13797392	  0.00293375	 -0.17535333	  0.02936467	 -0.12092230	  0.03177579	 -0.05719208	  0.03284524	  0.01557221	  0.03004777	  0.11540315	  0.02049568	 -0.09254325	  0.07919236	 -0.03980673	  0.07001848	  0.01596541	  0.05914218	  0.07653399	  0.04359777	  0.15735925	  0.06555638	 -0.00072269	 -0.03927914	   3.669
wing1275	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_m_02.tif	30.5	68.5	25.5	108.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05044022	 -0.11552229	 -0.22240542	 -0.02928062	 -0.23584614	  0.01612653	 -0.14395306	  0.09221868	  0.12182289	  0.05949762	  0.19555815	  0.04870060	  0.00854616	 -0.05440686	 -0.00185401	 -0.01742872	  0.08846084	  0.00175207	  0.08809141	  0.01827387	  0.16115879	  0.01831947	  0.16861941	 -0.01057425	  0.19264829	 -0.01846682	  0.17975488	 -0.06786588	  0.14449897	 -0.10294959	  0.09731287	 -0.12018605	  0.04684306	 -0.12579511	 -0.00345657	 -0.12314530	 -0.09642489	 -0.10445209	 -0.14253250	 -0.08803171	 -0.18624250	 -0.06352244	 -0.23414029	 -0.00741510	 -0.21602348	  0.05157189	 -0.18415505	  0.07643948	 -0.09734089	  0.09878569	 -0.05146053	  0.09779184	 -0.00357014	  0.09157799	  0.05594076	  0.08054775	  0.15351746	  0.03747134	  0.19576863	  0.02605274	 -0.02726527	 -0.08325118	  0.05212256	 -0.03694736	  0.10921374	 -0.02185124	 -0.15372954	 -0.01946211	 -0.08468187	 -0.01512795	  0.03624959	 -0.00969219	  0.13863896	  0.00332179	 -0.17797594	  0.02830372	 -0.12207895	  0.03294228	 -0.05645968	  0.03370536	  0.01851255	  0.03090430	  0.12114702	  0.01906174	 -0.09584918	  0.07852437	 -0.04089976	  0.06979430	  0.01710539	  0.05866903	  0.07989844	  0.04194304	  0.15557854	  0.05965001	  0.00177651	 -0.03657263	   3.672
wing1277	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_m_04.tif	19.5	144	34.5	180.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05086127	 -0.11703238	 -0.21824695	 -0.02952850	 -0.23348016	  0.01683648	 -0.13724015	  0.09474836	  0.11568661	  0.06335291	  0.20021761	  0.05037292	  0.00663518	 -0.05867046	 -0.00340818	 -0.01821676	  0.08848298	  0.00073074	  0.08586874	  0.01790423	  0.14269791	  0.02008382	  0.17255837	 -0.01103409	  0.19886496	 -0.02335797	  0.18154937	 -0.06871798	  0.14659589	 -0.10379646	  0.09986704	 -0.12249877	  0.04895050	 -0.12882617	 -0.00191425	 -0.12580265	 -0.09545727	 -0.10540641	 -0.14165987	 -0.08798363	 -0.18510046	 -0.06231628	 -0.23130206	 -0.00522238	 -0.21417377	  0.05317087	 -0.18190319	  0.07776828	 -0.09456390	  0.10042568	 -0.04828351	  0.09923077	 -0.00007766	  0.09248969	  0.05977730	  0.08077533	  0.15783188	  0.03662800	  0.20116575	  0.02752949	 -0.02755329	 -0.08452108	  0.05398181	 -0.03881837	  0.11206823	 -0.02351824	 -0.14989332	 -0.02093725	 -0.08063171	 -0.01641734	  0.04084967	 -0.01102811	  0.14346087	  0.00261617	 -0.17920517	  0.02900448	 -0.12597392	  0.03162306	 -0.06370516	  0.03302882	  0.00756560	  0.03190326	  0.10517856	  0.01746436	 -0.09396786	  0.08065989	 -0.04315536	  0.07326885	  0.00996218	  0.06084393	  0.06789823	  0.04515989	  0.15519301	  0.06544577	 -0.00114982	 -0.03941478	   3.803
wing1278	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_m_05.tif	41.5	41.5	23.5	74.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05229024	 -0.11438331	 -0.21914486	 -0.03213631	 -0.23461650	  0.01578210	 -0.14243842	  0.09262725	  0.12337392	  0.06077968	  0.19797047	  0.04792592	  0.00411064	 -0.05771080	 -0.00813923	 -0.01731723	  0.08873579	  0.00178901	  0.08602757	  0.01871472	  0.15799515	  0.01957419	  0.16889334	 -0.00978335	  0.19530163	 -0.02116284	  0.18053600	 -0.06887315	  0.14406541	 -0.10224928	  0.09747812	 -0.12035185	  0.04701826	 -0.12619586	 -0.00330714	 -0.12304448	 -0.09619088	 -0.10355538	 -0.14256599	 -0.08774720	 -0.18668509	 -0.06343149	 -0.23299544	 -0.00584986	 -0.21471125	  0.05234475	 -0.18277581	  0.07683485	 -0.09615718	  0.09926752	 -0.05022448	  0.09848614	 -0.00223353	  0.09242136	  0.05738603	  0.08135642	  0.15500501	  0.03741168	  0.19746313	  0.02641621	 -0.02917047	 -0.08256500	  0.05170709	 -0.03805102	  0.10878532	 -0.02169795	 -0.15148788	 -0.02298042	 -0.08289777	 -0.01744111	  0.03696662	 -0.00870480	  0.13924860	  0.00298513	 -0.17761478	  0.02700936	 -0.12232950	  0.03118930	 -0.05748999	  0.03260552	  0.01666310	  0.03080733	  0.11823144	  0.01962646	 -0.09569017	  0.07840240	 -0.04134836	  0.07102380	  0.01588765	  0.06021639	  0.07750347	  0.04289515	  0.15939540	  0.06472644	 -0.00324422	 -0.03798640	   3.802
wing1279	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_m_06.tif	80	23	53	49	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04843966	 -0.11719938	 -0.21962688	 -0.03102774	 -0.23482309	  0.01914800	 -0.13637664	  0.09489532	  0.12238918	  0.06153163	  0.19487088	  0.04950940	  0.00722023	 -0.05820270	 -0.00343887	 -0.01809843	  0.09127423	  0.00263656	  0.08588121	  0.01893242	  0.14938034	  0.02031009	  0.16875596	 -0.01081307	  0.19696254	 -0.02074930	  0.18122430	 -0.06919102	  0.14528836	 -0.10349210	  0.09875582	 -0.12280420	  0.04773523	 -0.12853430	 -0.00302038	 -0.12503909	 -0.09663645	 -0.10562229	 -0.14328235	 -0.08918378	 -0.18724435	 -0.06378779	 -0.23282297	 -0.00555967	 -0.21630748	  0.05374961	 -0.18369532	  0.07845533	 -0.09591110	  0.09967237	 -0.04972473	  0.09892606	 -0.00136728	  0.09348120	  0.05881301	  0.08314456	  0.15611026	  0.03632313	  0.19559511	  0.02518269	 -0.02585023	 -0.08502368	  0.05272963	 -0.03831926	  0.10921198	 -0.02169389	 -0.15088298	 -0.02316884	 -0.08246106	 -0.01756837	  0.03750868	 -0.01047606	  0.13920675	  0.00359663	 -0.17754399	  0.02786293	 -0.12352960	  0.03207457	 -0.06011569	  0.03363340	  0.01244728	  0.03164133	  0.11179107	  0.01933923	 -0.09274067	  0.07883138	 -0.04090876	  0.07092816	  0.01379341	  0.06086958	  0.07311734	  0.04544957	  0.15678390	  0.06433657	 -0.00009614	 -0.03890676	   3.710
wing1280	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_m_07.tif	50	28.5	29	59.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05141005	 -0.11663279	 -0.22395791	 -0.02863268	 -0.23341800	  0.01745990	 -0.13826505	  0.09420388	  0.11951742	  0.06073124	  0.19594775	  0.05167743	  0.00684013	 -0.05760422	 -0.00589410	 -0.01747627	  0.08954692	  0.00211241	  0.08800159	  0.01713934	  0.15704207	  0.02123282	  0.17072203	 -0.01046333	  0.19691447	 -0.01968993	  0.17859734	 -0.06659986	  0.14370438	 -0.10087331	  0.09773609	 -0.11966128	  0.04740200	 -0.12725373	 -0.00332829	 -0.12538370	 -0.09628991	 -0.10413863	 -0.14246162	 -0.08760666	 -0.18730457	 -0.06438970	 -0.23278499	 -0.00545840	 -0.21593126	  0.05378601	 -0.18318834	  0.07787147	 -0.09617392	  0.09999267	 -0.05014268	  0.09941473	 -0.00206216	  0.09329740	  0.05745126	  0.08141152	  0.15506480	  0.03766557	  0.19628695	  0.02663646	 -0.02758548	 -0.08449967	  0.05271072	 -0.03773947	  0.11049368	 -0.02217527	 -0.15507057	 -0.02235733	 -0.08571781	 -0.01868476	  0.03560463	 -0.00987232	  0.13863508	  0.00282293	 -0.17632006	  0.02731195	 -0.12134037	  0.03099251	 -0.05689918	  0.03204357	  0.01665785	  0.02882758	  0.11777463	  0.01958220	 -0.09278042	  0.07829176	 -0.03976478	  0.06857920	  0.01626563	  0.05710871	  0.07748775	  0.04241162	  0.15490921	  0.06401240	 -0.00322284	 -0.03942397	   3.779
wing1282	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_m_11.tif	37.5	94	30.5	132.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05343876	 -0.11682867	 -0.21867599	 -0.03284729	 -0.23531066	  0.01799789	 -0.13489632	  0.09447996	  0.12167104	  0.06211815	  0.19159205	  0.05317501	  0.00336169	 -0.05889857	 -0.00026385	 -0.01606058	  0.08478015	  0.00114879	  0.08599471	  0.01969615	  0.15915870	  0.01999714	  0.16666388	 -0.01033136	  0.19621145	 -0.02065432	  0.18020983	 -0.06908466	  0.14381125	 -0.10283325	  0.09776695	 -0.12306526	  0.04670048	 -0.12868811	 -0.00401151	 -0.12504362	 -0.09781500	 -0.10683081	 -0.14476140	 -0.09069614	 -0.18839468	 -0.06445515	 -0.23291223	 -0.00594981	 -0.21718282	  0.05271385	 -0.18455078	  0.07698034	 -0.09732237	  0.09924611	 -0.05113564	  0.09890929	 -0.00278841	  0.09343878	  0.05731204	  0.08292684	  0.15423988	  0.03556220	  0.19426789	  0.02815107	 -0.02895591	 -0.08604331	  0.04987713	 -0.03886555	  0.10700552	 -0.02304697	 -0.15034614	 -0.02329921	 -0.08205881	 -0.01747622	  0.03751827	 -0.00911513	  0.13901444	  0.00419904	 -0.17740858	  0.02762589	 -0.12201052	  0.03236340	 -0.05692292	  0.03394763	  0.01750564	  0.03158805	  0.11937127	  0.02156164	 -0.08914575	  0.08090563	 -0.03613310	  0.07198508	  0.01940044	  0.05894555	  0.08022666	  0.04327784	  0.15421351	  0.06545532	 -0.00143271	 -0.03828266	   3.731
wing1287	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_m_19.tif	61.5	20	33.5	49.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05361690	 -0.11531246	 -0.21983320	 -0.03273101	 -0.23606977	  0.01508218	 -0.13462224	  0.09386754	  0.12080509	  0.06380347	  0.19498112	  0.05111109	  0.00856283	 -0.05642980	  0.00295504	 -0.01640623	  0.08904991	  0.00153979	  0.08739818	  0.01896231	  0.15076572	  0.01982638	  0.16863001	 -0.01050423	  0.19689292	 -0.02420727	  0.18045819	 -0.06972687	  0.14457455	 -0.10430718	  0.09777045	 -0.12331717	  0.04668932	 -0.12850769	 -0.00393137	 -0.12427672	 -0.09737528	 -0.10459915	 -0.14377422	 -0.08790177	 -0.18775025	 -0.06292672	 -0.23460604	 -0.00522347	 -0.21550242	  0.05321478	 -0.18323900	  0.07749157	 -0.09614006	  0.09843494	 -0.05010787	  0.09821455	 -0.00172027	  0.09368579	  0.05866302	  0.08441545	  0.15636189	  0.03746377	  0.19558823	  0.02719310	 -0.02880552	 -0.08422187	  0.05160966	 -0.03895175	  0.10891867	 -0.02288920	 -0.15034102	 -0.02303792	 -0.08180672	 -0.01750986	  0.03829241	 -0.01014527	  0.13992208	  0.00390301	 -0.17905255	  0.02681066	 -0.12460458	  0.03141229	 -0.06068540	  0.03342128	  0.01251833	  0.03187502	  0.11271125	  0.01887675	 -0.09042827	  0.08037928	 -0.03901807	  0.07107952	  0.01497115	  0.05839651	  0.07408176	  0.04307402	  0.15585375	  0.06650182	  0.00400550	 -0.03690324	   3.752
wing1288	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_1_m_20.tif	39	62.5	29	97	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05248054	 -0.11788650	 -0.21894346	 -0.03253983	 -0.23504456	  0.01807730	 -0.13658419	  0.09533044	  0.12288048	  0.06031476	  0.19453937	  0.05037944	  0.00768504	 -0.05872921	  0.00114898	 -0.01618523	  0.08784811	  0.00166785	  0.08600252	  0.01932817	  0.15502058	  0.02006096	  0.16860072	 -0.00993801	  0.19259201	 -0.01992980	  0.17980757	 -0.06823388	  0.14410718	 -0.10272267	  0.09822639	 -0.12355137	  0.04702716	 -0.13031701	 -0.00393428	 -0.12677847	 -0.09739023	 -0.10638748	 -0.14366483	 -0.08915368	 -0.18718400	 -0.06352426	 -0.23335354	 -0.00621382	 -0.21621435	  0.05227897	 -0.18424645	  0.07721093	 -0.09709264	  0.10074509	 -0.05077270	  0.10023413	 -0.00244987	  0.09427535	  0.05748184	  0.08305036	  0.15423920	  0.03586746	  0.19392014	  0.02802195	 -0.02896500	 -0.08553149	  0.05147189	 -0.03943803	  0.10860216	 -0.02203561	 -0.15012671	 -0.02287748	 -0.08225854	 -0.01661441	  0.03683768	 -0.00981495	  0.13776730	  0.00335266	 -0.17749572	  0.02710798	 -0.12268115	  0.03155849	 -0.05833952	  0.03389713	  0.01538390	  0.03202875	  0.11621131	  0.01967106	 -0.09153548	  0.08025442	 -0.03865387	  0.07281939	  0.01675995	  0.06078303	  0.07694176	  0.04439681	  0.15628630	  0.06370256	  0.00202211	 -0.03801225	   3.662
wing1289	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_2_f_01.tif	35	61.5	23.5	104.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05509157	 -0.11586344	 -0.21962917	 -0.02745610	 -0.23290129	  0.01721034	 -0.14796761	  0.08996405	  0.11865637	  0.06174087	  0.19572300	  0.05187748	  0.00743551	 -0.05776800	 -0.00065187	 -0.01609377	  0.08859722	  0.00230479	  0.08515603	  0.01924026	  0.15822529	  0.01992204	  0.17056937	 -0.01093258	  0.19553395	 -0.02132995	  0.18186698	 -0.07093504	  0.14464846	 -0.10471982	  0.09758523	 -0.12321430	  0.04670425	 -0.12968788	 -0.00399382	 -0.12600728	 -0.09666371	 -0.10429208	 -0.14223956	 -0.08654959	 -0.18511543	 -0.06117728	 -0.23119732	 -0.00558216	 -0.21412182	  0.05114412	 -0.18254205	  0.07557102	 -0.09632036	  0.09844207	 -0.05036021	  0.09801426	 -0.00224958	  0.09238584	  0.05756333	  0.08175396	  0.15478842	  0.03635767	  0.19565970	  0.02736496	 -0.02974332	 -0.08481828	  0.05205634	 -0.03987678	  0.11000050	 -0.02343773	 -0.15060884	 -0.02061779	 -0.08222324	 -0.01615088	  0.03758023	 -0.00935272	  0.13920237	  0.00301904	 -0.17575476	  0.02712898	 -0.12083204	  0.03201950	 -0.05628549	  0.03432520	  0.01768076	  0.03212498	  0.11882898	  0.01939959	 -0.09981486	  0.07897502	 -0.04448525	  0.07239025	  0.01373384	  0.06134707	  0.07659591	  0.04432539	  0.15454108	  0.06488529	  0.00186006	 -0.03737059	   4.141
wing1290	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_2_f_02.tif	33	71.5	22	111.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04790325	 -0.11534362	 -0.22095195	 -0.02360935	 -0.23508742	  0.01697174	 -0.14320141	  0.09112060	  0.12117815	  0.06078963	  0.19795142	  0.04936239	  0.00267819	 -0.05975869	 -0.00165474	 -0.01787487	  0.08452979	  0.00057781	  0.08201668	  0.01930582	  0.15041712	  0.02053495	  0.17274668	 -0.00966502	  0.20127266	 -0.01974984	  0.18272217	 -0.06924250	  0.14620825	 -0.10304058	  0.09971220	 -0.12212976	  0.04885475	 -0.12770125	 -0.00168067	 -0.12390044	 -0.09462661	 -0.10334511	 -0.14055253	 -0.08627539	 -0.18364070	 -0.06094814	 -0.23116123	 -0.00546347	 -0.21515078	  0.05443696	 -0.18145954	  0.07735489	 -0.09438870	  0.09776420	 -0.04856194	  0.09679785	 -0.00060185	  0.09064461	  0.05907616	  0.07952214	  0.15713147	  0.03696825	  0.19902950	  0.02692851	 -0.02747845	 -0.08159970	  0.05491212	 -0.03817926	  0.11225816	 -0.02220281	 -0.15185415	 -0.01961486	 -0.08256351	 -0.01701931	  0.03880678	 -0.00981046	  0.14158255	  0.00275085	 -0.18039445	  0.02908807	 -0.12590160	  0.03157417	 -0.06216118	  0.03249788	  0.01070818	  0.03085224	  0.11060000	  0.01920545	 -0.09745030	  0.07714928	 -0.04447753	  0.06950917	  0.01108471	  0.05774529	  0.07158097	  0.04207195	  0.15734878	  0.06411126	 -0.00150296	 -0.03916148	   4.180
wing1291	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_2_f_04.tif	29	85	22	127.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05054766	 -0.11297450	 -0.22227420	 -0.02496430	 -0.23452555	  0.01720869	 -0.14601627	  0.09004698	  0.12127459	  0.05973971	  0.19746509	  0.05090056	  0.00336831	 -0.05849157	 -0.00203305	 -0.01722664	  0.08155288	  0.00156028	  0.07960593	  0.02010880	  0.15989184	  0.01968538	  0.17107906	 -0.01022417	  0.19848297	 -0.02087426	  0.18274463	 -0.07000088	  0.14511268	 -0.10291945	  0.09860825	 -0.12186991	  0.04791867	 -0.12638398	 -0.00220749	 -0.12172975	 -0.09495777	 -0.10252262	 -0.14108547	 -0.08666084	 -0.18478492	 -0.06241852	 -0.23188961	 -0.00631732	 -0.21489592	  0.05270369	 -0.18210062	  0.07635427	 -0.09542038	  0.09718631	 -0.04972473	  0.09611463	 -0.00191720	  0.08992234	  0.05759237	  0.07892732	  0.15568498	  0.03743072	  0.19779697	  0.02749849	 -0.02748753	 -0.08168569	  0.05379407	 -0.03830464	  0.11093004	 -0.02269338	 -0.15317171	 -0.01921738	 -0.08400284	 -0.01572330	  0.03743702	 -0.01064904	  0.13979707	  0.00298955	 -0.17957800	  0.02752800	 -0.12393631	  0.03074624	 -0.05881248	  0.03277860	  0.01574240	  0.03093772	  0.11778078	  0.02061317	 -0.09775521	  0.07751054	 -0.04257417	  0.07030060	  0.01512641	  0.05772547	  0.07808702	  0.04172420	  0.15673021	  0.06395465	 -0.00190516	 -0.03834478	   4.167
wing1292	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_2_f_05.tif	26.5	70.5	15	116.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05916902	 -0.11507759	 -0.21970327	 -0.02830892	 -0.23037123	  0.01618632	 -0.14096897	  0.09220810	  0.12163495	  0.06337299	  0.19984041	  0.05286154	  0.00570025	 -0.05709356	 -0.00974747	 -0.01877151	  0.08101251	  0.00168767	  0.08005076	  0.02090197	  0.15999079	  0.02016894	  0.16996547	 -0.01009762	  0.19583704	 -0.02191833	  0.17997188	 -0.06836138	  0.14458474	 -0.10292607	  0.09830783	 -0.12219164	  0.04749755	 -0.12764147	 -0.00307713	 -0.12461010	 -0.09658183	 -0.10612918	 -0.14331398	 -0.09000259	 -0.18715368	 -0.06426869	 -0.22954274	 -0.00520103	 -0.21249717	  0.05037078	 -0.18167010	  0.07521406	 -0.09583875	  0.09955398	 -0.04970709	  0.09951131	 -0.00142319	  0.09398735	  0.05849594	  0.08322463	  0.15544962	  0.03635349	  0.20017933	  0.02845002	 -0.03263411	 -0.08434726	  0.05012276	 -0.03899081	  0.10887152	 -0.02276582	 -0.15271792	 -0.02195872	 -0.08384288	 -0.01820596	  0.03671056	 -0.01002927	  0.13894153	  0.00369117	 -0.17623134	  0.02755187	 -0.12114651	  0.03063287	 -0.05667211	  0.03160888	  0.01701686	  0.03065643	  0.11800139	  0.02241148	 -0.09423620	  0.07934642	 -0.04001979	  0.07085754	  0.01675698	  0.05801423	  0.07888787	  0.04232523	  0.15814860	  0.06657200	 -0.00371068	 -0.03882376	   4.225
wing1295	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_zi251_2_f_08.tif	26	84.5	21.5	125.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05133299	 -0.11628469	 -0.22009050	 -0.02790563	 -0.23262949	  0.01926279	 -0.14606656	  0.09096643	  0.12000053	  0.06292026	  0.19525935	  0.04881989	  0.00646493	 -0.05721080	 -0.00193382	 -0.01638141	  0.08073159	  0.00107030	  0.08130581	  0.01995486	  0.15682322	  0.02078553	  0.17233105	 -0.01078202	  0.19717476	 -0.02306413	  0.18176788	 -0.07018872	  0.14527566	 -0.10436152	  0.09809857	 -0.12212977	  0.04735126	 -0.12809154	 -0.00321848	 -0.12470020	 -0.09650165	 -0.10513116	 -0.14268776	 -0.08817069	 -0.18604904	 -0.06267712	 -0.23121078	 -0.00552527	 -0.21461447	  0.05193133	 -0.18279916	  0.07655896	 -0.09595082	  0.09831625	 -0.04996236	  0.09769977	 -0.00176389	  0.09229105	  0.05825599	  0.08216833	  0.15644610	  0.03778087	  0.19664920	  0.02657675	 -0.02838135	 -0.08368735	  0.05388794	 -0.03930426	  0.11152585	 -0.02247404	 -0.15158565	 -0.02106356	 -0.08287153	 -0.01661502	  0.03726570	 -0.00890277	  0.13964160	  0.00251245	 -0.17612756	  0.02748278	 -0.12138560	  0.03152392	 -0.05717314	  0.03351506	  0.01631723	  0.03126854	  0.11698065	  0.02020682	 -0.09801516	  0.07895317	 -0.04350688	  0.07096682	  0.01398173	  0.06004781	  0.07613912	  0.04338042	  0.15588185	  0.06508827	  0.00030104	 -0.03739777	   4.155
